sample,label,biol. desc.,Exp. Cond,,anal.,date,method,params,data type,data window,attention,period,period err,phase by fit,circadian phase by fit,phase to DW,circadian phase to DW,phase err,amplitude by fit,amplitude err,phase method specific,circadian phase method specific,phase to DW,circadian phase to DW,phase err,amplitude method specific,amplitude err,phase by averaged peaks,circadian phase by averaged peaks,phase to DW,circadian phase to DW,phase err,amplitude by averaged peaks,amplitude err,phase by first peak,circadian phase by first peak,phase to DW,circadian phase to DW,phase err,amplitude by first peak,amplitude err,GOF,ERR
114. [DK],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.28,0,19.14,19.73195876,16.26,16.7628866,0,108329,0,19.14,19.73195876,16.26,16.7628866,0,108329,0,17.43,17.96907216,14.55,15,0.197315,115432,16538,17.48,18.02061856,14.6,15.05154639,0,124964,0,0.225795,0.225795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115. [DL],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,24,0,15.16,15.16,15.16,15.16,0,132052,0,15.16,15.16,15.16,15.16,0,132052,0,13.6,13.6,13.6,13.6,1.131,112827,19742,14,14,14,14,0,105847,0,0.54948,0.54948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116. [DM],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,24.04,0,16.08,16.05324459,16.24,16.21297837,0,57135,0,16.08,16.05324459,16.24,16.21297837,0,57135,0,14.62,14.59567388,14.78,14.75540765,0.339411,59833,480.9,14.74,14.71547421,14.9,14.87520799,0,60003,0,0.363875,0.363875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117. [DN],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.18,0,20.09,20.80069025,16.81,17.40465919,0,56929,0,20.09,20.80069025,16.81,17.40465919,0,56929,0,18.4,19.05090595,15.12,15.65487489,0.31241,61456,5273,18.58,19.23727351,15.3,15.84124245,0,61341,0,0.22858,0.22858
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118. [DO],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.04,0,3.67,3.996370236,17.87,19.45916515,0,10553,0,3.67,3.996370236,17.87,19.45916515,0,10553,0,2.83,3.081669691,17.03,18.54446461,0.761402,10978,5310,2.8,3.049001815,17,18.51179673,0,9957,0,0.634911,0.634911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119. [DP],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.66,0,22.01,23.31156222,16.65,17.63459841,0,59661,0,22.01,23.31156222,16.65,17.63459841,0,59661,0,21.93,23.22683142,16.57,17.54986761,0.782134,64009,3101,21.56,22.83495146,16.2,17.15798764,0,62477,0,0.292879,0.292879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120. [DQ],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.04,0,20.95,21.82291667,17.11,17.82291667,0,35855,0,20.95,21.82291667,17.11,17.82291667,0,35855,0,19.63,20.44791667,15.79,16.44791667,0.782134,36004,3700,19.74,20.5625,15.9,16.5625,0,37653,0,0.358472,0.358472
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121. [DR],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.2,0,19.59,20.26551724,16.39,16.95517241,0,51896,0,19.59,20.26551724,16.39,16.95517241,0,51896,0,18.13,18.75517241,14.93,15.44482759,0.986577,52939,15721,18.7,19.34482759,15.5,16.03448276,0,45393,0,0.563652,0.563652
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122. [DS],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.68,0,21.71,22.97354497,16.43,17.38624339,0,35833,0,21.71,22.97354497,16.43,17.38624339,0,35833,0,21.23,22.46560847,15.95,16.87830688,0.924626,41643,6930,21.48,22.73015873,16.2,17.14285714,0,43736,0,0.443515,0.443515
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123. [DT],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.48,0,19.23,19.65587734,17.15,17.52981261,0,30164,0,19.23,19.65587734,17.15,17.52981261,0,30164,0,18.73,19.14480409,16.65,17.01873935,1.023,23503,951,18.38,18.78705281,16.3,16.66098807,0,22955,0,0.59375,0.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124. [DU],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,21.86,0,3.39,3.721866423,16.69,18.32387923,0,24227,0,3.39,3.721866423,16.69,18.32387923,0,24227,0,2.57,2.821591949,15.87,17.42360476,0.68391,27613,7133,2.8,3.07410796,16.1,17.67612077,0,28240,0,0.589728,0.589728
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125. [DV],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,21.88,0,5.11,5.60511883,18.51,20.30347349,0,6819,0,5.11,5.60511883,18.51,20.30347349,0,6819,0,4.52,4.957952468,17.92,19.65630713,1.942,6383,4104,4,4.387568556,17.4,19.08592322,0,5185,0,0.695362,0.695362
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126. [DW],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.56,0,18.18,18.51952462,16.42,16.72665535,0,95782,0,18.18,18.51952462,16.42,16.72665535,0,95782,0,16.43,16.73684211,14.67,14.94397284,0.650538,118107,24775,16.66,16.97113752,14.9,15.17826825,0,126866,0,0.127849,0.127849
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127. [DX],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.36,0,0.47,0.504472272,16.27,17.46332737,0,46306,0,0.47,0.504472272,16.27,17.46332737,0,46306,0,22.13,23.75313059,15.57,16.71198569,0.695509,47149,9221,22.26,23.89266547,15.7,16.85152057,0,44238,0,0.58185,0.58185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128. [DY],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.44,0,18.31,18.74744027,16.07,16.45392491,0,94304,0,18.31,18.74744027,16.07,16.45392491,0,94304,0,16.77,17.17064846,14.53,14.87713311,1.225,97375,31205,16.54,16.93515358,14.3,14.64163823,0,92976,0,0.281971,0.281971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129. [DZ],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.12,0,20.38,21.15570934,16.86,17.5017301,0,60369,0,20.38,21.15570934,16.86,17.5017301,0,60369,0,19.57,20.31487889,16.05,16.66089965,1.694,58184,14470,20.52,21.30103806,17,17.64705882,0,61344,0,0.445902,0.445902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130. [EA],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.6,0,17.81,18.11186441,16.21,16.48474576,0,99576,0,17.81,18.11186441,16.21,16.48474576,0,99576,0,16.05,16.3220339,14.45,14.69491525,0.141421,95153,8878,16.1,16.37288136,14.5,14.74576271,0,92014,0,0.399207,0.399207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131. [EB],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.58,0,18.29,18.61577608,16.61,16.90585242,0,25055,0,18.29,18.61577608,16.61,16.90585242,0,25055,0,17.19,17.49618321,15.51,15.78625954,0.254558,25903,59.53,17.28,17.58778626,15.6,15.8778626,0,25924,0,0.564159,0.564159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132. [EC],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.32,0,19.52,20.08919383,16.8,17.28987993,0,43870,0,19.52,20.08919383,16.8,17.28987993,0,43870,0,18.2,18.73070326,15.48,15.93138937,0.16,42765,12779,18.12,18.6483705,15.4,15.8490566,0,37775,0,0.469505,0.469505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133. [ED],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.54,0,18.09,18.44350042,16.25,16.5675446,0,53749,0,18.09,18.44350042,16.25,16.5675446,0,53749,0,16.82,17.14868309,14.98,15.27272727,0.622254,54145,4018,17.04,17.37298216,15.2,15.49702634,0,52724,0,0.387271,0.387271
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134. [EE],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.36,0,19.19,19.71575342,16.63,17.08561644,0,75214,0,19.19,19.71575342,16.63,17.08561644,0,75214,0,16.97,17.43493151,14.41,14.80479452,0.561902,82605,8358,17.26,17.73287671,14.7,15.10273973,0,80071,0,0.247171,0.247171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135. [EF],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,23.32,0,18.49,19.02915952,15.77,16.22984563,0,100614,0,18.49,19.02915952,15.77,16.22984563,0,100614,0,16.77,17.25900515,14.05,14.45969125,0.294845,109683,6672,16.82,17.31046312,14.1,14.51114923,0,111893,0,0.132995,0.132995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136. [EG],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,31,0,0.05,0.038709677,28.05,21.71612903,0,46095,0,0.05,0.038709677,28.05,21.71612903,0,46095,0,24.85,19.23870968,21.85,16.91612903,10.32,48280,52198,28.5,22.06451613,25.5,19.74193548,0,29825,0,0.824463,0.824463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137. [EH],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,24.4,0,3.36,3.304918033,4.96,4.878688525,0,129885,0,3.36,3.304918033,4.96,4.878688525,0,129885,0,2.35,2.31147541,3.95,3.885245902,0.141421,139757,49482,2.4,2.360655738,4,3.93442623,0,122263,0,0.37785,0.37785
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138. [EI],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,24.48,0,15.3,15,17.22,16.88235294,0,58665,0,15.3,15,17.22,16.88235294,0,58665,0,13.49,13.2254902,15.41,15.10784314,0.59397,64887,610,13.28,13.01960784,15.2,14.90196078,0,65102,0,0.248719,0.248719
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139. [EJ],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.6,0,21.9,23.25663717,16.3,17.30973451,0,40031,0,21.9,23.25663717,16.3,17.30973451,0,40031,0,21.03,22.33274336,15.43,16.38584071,0.46188,42719,6070,20.9,22.19469027,15.3,16.24778761,0,40616,0,0.325582,0.325582
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140. [EK],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,24.52,0,15.2,14.8776509,17.28,16.91353997,0,42742,0,15.2,14.8776509,17.28,16.91353997,0,42742,0,12.81,12.53833605,14.89,14.57422512,0.254558,55178,2630,12.72,12.4502447,14.8,14.48613377,0,56108,0,0.285081,0.285081
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141. [EL],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,24.48,0,15,14.70588235,16.92,16.58823529,0,45472,0,15,14.70588235,16.92,16.58823529,0,45472,0,14.24,13.96078431,16.16,15.84313725,3.79,35490,14895,15.58,15.2745098,17.5,17.15686275,0,30224,0,0.521136,0.521136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142. [EM],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.98,0,20.98,21.91122715,16.9,17.65013055,0,19490,0,20.98,21.91122715,16.9,17.65013055,0,19490,0,19.7,20.57441253,15.62,16.31331593,1.42,22622,1300,19.68,20.5535248,15.6,16.2924282,0,23340,0,0.152823,0.152823
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143. [EN],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,,22.42,0,0.97,1.038358608,17.07,18.27297056,0,6923,0,0.97,1.038358608,17.07,18.27297056,0,6923,0,22.23,23.79661017,15.91,17.03122212,2.041,7424,1972,0.1,0.107047279,16.2,17.34165923,0,6814,0,0.474548,0.474548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144. [EO],WT:TOC1,,,,10261,23-Aug-17,MESA,linear dtr 96.0-max p(18.0-34.0),linear dtr,96.0-max,X,17.8,0,6.5,8.764044944,17.3,23.3258427,0,627,0,6.5,8.764044944,17.3,23.3258427,0,627,0,8,10.78651685,1,1.348314607,5.903,1513,430.2,6.5,8.764044944,17.3,23.3258427,0,1761,0,0.970818,0.970818
